UserID,Age,Gender,EmploymentStatus,Location
U108264,35.0,Non-binary,Full-time,Switzerland
U108265,40.0,Female,Student,United Kingdom
U108266,19.0,Female,Unemployed,Lao People's Democratic Republic
U108267,29.0,Prefer not to say,Unemployed,Kuwait
U108268,39.0,Prefer not to say,Freelancer,United States of America
U108269,54.0,Female,Unemployed,Falkland Islands (Malvinas)
U108270,37.0,Female,Part-time,Papua New Guinea
U108271,56.0,Female,Freelancer,Kuwait
U108272,41.0,Female,Student,Palau
U108273,37.0,Non-binary,Unemployed,Mauritius
U108274,18.0,Prefer not to say,Part-time,Guinea-Bissau
U108275,18.0,Female,Freelancer,Nicaragua
U108276,34.0,Female,Part-time,Ecuador
U108277,18.0,Non-binary,Freelancer,Poland
U108278,62.0,Male,Freelancer,Finland
U108279,47.0,Female,Freelancer,Egypt
U108280,58.0,Non-binary,Student,Oman
U108281,64.0,Non-binary,Freelancer,Kazakhstan
U108282,20.0,Male,Freelancer,Philippines
U108283,63.0,Prefer not to say,Part-time,Saint Martin
U108284,28.0,Prefer not to say,Freelancer,Portugal
U108285,41.0,Prefer not to say,Student,El Salvador
U108286,39.0,Female,Part-time,Estonia
U108287,61.0,Prefer not to say,Freelancer,New Caledonia
U108288,62.0,Female,Part-time,Pitcairn Islands
U108289,43.0,Female,Student,Botswana
U108290,30.0,Non-binary,Part-time,El Salvador
U108291,18.0,Prefer not to say,Student,France
U108292,41.0,Prefer not to say,Unemployed,Brunei Darussalam
U108293,27.0,Prefer not to say,Freelancer,Syrian Arab Republic
U108294,52.0,Female,Student,Western Sahara
U108295,41.0,Female,Freelancer,Marshall Islands
U108296,45.0,Prefer not to say,Student,Nicaragua
U108297,53.0,Female,Full-time,Tanzania
U108298,33.0,Female,Full-time,Zambia
U108299,57.0,Male,Full-time,South Africa
U108300,33.0,Male,Student,Germany
U108301,34.0,Prefer not to say,Freelancer,Malaysia
U108302,32.0,Prefer not to say,Full-time,Somalia
U108303,33.0,Male,Freelancer,Dominica
U108304,32.0,Female,Student,Cyprus
U108305,51.0,Female,Freelancer,Saint Barthelemy
U108306,28.0,Non-binary,Freelancer,Honduras
U108307,18.0,Prefer not to say,Full-time,Syrian Arab Republic
U108308,32.0,Prefer not to say,Part-time,Martinique
U108309,43.0,Prefer not to say,Unemployed,Northern Mariana Islands
U108310,21.0,Non-binary,Student,Bosnia and Herzegovina
U108311,60.0,Non-binary,Student,Madagascar
U108312,22.0,Female,Student,Cote d'Ivoire
U108313,52.0,Male,Unemployed,Tajikistan
U108314,30.0,Male,Part-time,Bahamas
U108315,27.0,Male,Freelancer,United States Virgin Islands
U108316,28.0,Female,Student,Malawi
U108317,35.0,Male,Freelancer,Cyprus
U108318,51.0,Non-binary,Full-time,Denmark
U108319,56.0,Non-binary,Full-time,Bermuda
U108320,58.0,Prefer not to say,Full-time,Norfolk Island
U108321,59.0,Male,Student,Wallis and Futuna
U108322,40.0,Non-binary,Unemployed,Namibia
U108323,24.0,Prefer not to say,Student,Slovenia
U108324,56.0,Male,Full-time,Mexico
U108325,20.0,Male,Full-time,Morocco
U108326,29.0,Non-binary,Student,Palau
U108327,24.0,Prefer not to say,Unemployed,Paraguay
U108328,43.0,Prefer not to say,Unemployed,Slovenia
U108329,50.0,Non-binary,Freelancer,Argentina
U108330,54.0,Non-binary,Part-time,British Indian Ocean Territory (Chagos Archipelago)
U108331,32.0,Non-binary,Full-time,Paraguay
U108332,19.0,Male,Unemployed,Cayman Islands
U108333,58.0,Non-binary,Full-time,Sao Tome and Principe
U108334,24.0,Non-binary,Part-time,Mexico
U108335,49.0,Female,Full-time,Guernsey
U108336,21.0,Non-binary,Unemployed,Sweden
U108337,37.0,Non-binary,Freelancer,Canada
U108338,53.0,Male,Student,Tanzania
U108339,49.0,Prefer not to say,Student,Burundi
U108340,45.0,Male,Unemployed,Lebanon
U108341,30.0,Female,Unemployed,Ghana
U108342,18.0,Non-binary,Part-time,Paraguay
U108343,52.0,Non-binary,Full-time,Togo
U108344,47.0,Non-binary,Part-time,Rwanda
U108345,53.0,Non-binary,Student,Saint Kitts and Nevis
U108346,42.0,Non-binary,Full-time,Turkmenistan
U108347,33.0,Non-binary,Part-time,Antarctica (the territory South of 60 deg S)
U108348,36.0,Female,Student,Turkey
U108349,18.0,Non-binary,Full-time,Mexico
U108350,22.0,Non-binary,Freelancer,Uruguay
U108351,39.0,Non-binary,Freelancer,Papua New Guinea
U108352,41.0,Female,Part-time,Germany
U108353,60.0,Non-binary,Unemployed,Mozambique
U108354,62.0,Female,Full-time,Norfolk Island
U108355,54.0,Male,Part-time,Liechtenstein
U108356,53.0,Non-binary,Unemployed,Turkey
U108357,53.0,Prefer not to say,Unemployed,Peru
U108358,21.0,Female,Full-time,Togo
U108359,53.0,Male,Full-time,Suriname
U108360,35.0,Female,Unemployed,Gabon
U108361,33.0,Female,Student,Congo
U108362,58.0,Male,Part-time,Gibraltar
U108363,35.0,Non-binary,Full-time,Malaysia
U108364,39.0,Non-binary,Unemployed,Ireland
U108365,19.0,Female,Student,Tanzania
U108366,38.0,Male,Freelancer,Cook Islands
U108367,53.0,Non-binary,Unemployed,Montenegro
U108368,61.0,Female,Student,Dominican Republic
U108369,56.0,Prefer not to say,Freelancer,China
U108370,64.0,Male,Student,Tuvalu
U108371,56.0,Prefer not to say,Full-time,Montenegro
U108372,46.0,Prefer not to say,Unemployed,Korea
U108373,43.0,Female,Freelancer,Paraguay
U108374,38.0,Male,Student,Burundi
U108375,34.0,Non-binary,Freelancer,Korea
U108376,33.0,Non-binary,Part-time,Kenya
U108377,48.0,Female,Unemployed,Indonesia
U108378,26.0,Non-binary,Full-time,Netherlands Antilles
U108379,48.0,Non-binary,Freelancer,Liberia
U108380,31.0,Prefer not to say,Student,Brazil
U108381,54.0,Prefer not to say,Freelancer,France
U108382,19.0,Male,Student,Colombia
U108383,63.0,Prefer not to say,Freelancer,Puerto Rico
U108384,31.0,Non-binary,Full-time,Switzerland
U108385,50.0,Male,Full-time,Greenland
U108386,52.0,Male,Unemployed,Costa Rica
U108387,56.0,Female,Full-time,Tanzania
U108388,64.0,Prefer not to say,Freelancer,United States of America
U108389,37.0,Male,Freelancer,Namibia
U108390,19.0,Non-binary,Full-time,Belize
U108391,58.0,Male,Part-time,Vanuatu
U108392,36.0,Male,Freelancer,Austria
U108393,54.0,Female,Unemployed,Paraguay
U108394,35.0,Non-binary,Part-time,Greenland
U108395,33.0,Non-binary,Full-time,Burundi
U108396,21.0,Prefer not to say,Student,Croatia
U108397,29.0,Non-binary,Freelancer,Andorra
U108398,46.0,Male,Student,Guadeloupe
U108399,24.0,Non-binary,Unemployed,Anguilla
U108400,31.0,Non-binary,Part-time,Niue
U108401,29.0,Male,Student,Palau
U108402,52.0,Female,Unemployed,Saint Vincent and the Grenadines
U108403,22.0,Prefer not to say,Student,Estonia
U108404,34.0,Prefer not to say,Student,Gibraltar
U108405,59.0,Female,Unemployed,Qatar
U108406,49.0,Male,Freelancer,Czech Republic
U108407,27.0,Prefer not to say,Student,United States Virgin Islands
U108408,60.0,Female,Unemployed,Bahrain
U108409,34.0,Female,Student,Cote d'Ivoire
U108410,22.0,Female,Freelancer,Guam
U108411,62.0,Prefer not to say,Unemployed,Saint Martin
U108412,59.0,Prefer not to say,Student,Svalbard & Jan Mayen Islands
U108413,26.0,Prefer not to say,Full-time,Gibraltar
U108414,50.0,Prefer not to say,Freelancer,Nepal
U108415,53.0,Non-binary,Student,Isle of Man
U108416,53.0,Female,Part-time,Marshall Islands
U108417,35.0,Non-binary,Unemployed,South Africa
U108418,26.0,Female,Student,Niger
U108419,46.0,Prefer not to say,Freelancer,Saint Martin
U108420,31.0,Prefer not to say,Freelancer,Estonia
U108421,42.0,Non-binary,Part-time,Bangladesh
U108422,32.0,Male,Part-time,Wallis and Futuna
U108423,23.0,Prefer not to say,Student,Saint Kitts and Nevis
U108424,59.0,Male,Full-time,Bermuda
U108425,46.0,Female,Freelancer,Namibia
U108426,32.0,Non-binary,Full-time,Indonesia
U108427,46.0,Male,Full-time,Kuwait
U108428,21.0,Male,Student,Tajikistan
U108429,35.0,Prefer not to say,Unemployed,Oman
U108430,61.0,Male,Unemployed,French Guiana
U108431,56.0,Male,Unemployed,United States of America
U108432,33.0,Female,Part-time,Austria
U108433,28.0,Non-binary,Freelancer,Moldova
U108434,31.0,Prefer not to say,Part-time,Kyrgyz Republic
U108435,20.0,Prefer not to say,Freelancer,Estonia
U108436,59.0,Male,Freelancer,Holy See (Vatican City State)
U108437,55.0,Female,Freelancer,Iraq
U108438,62.0,Male,Student,Saint Barthelemy
U108439,59.0,Male,Unemployed,Burundi
U108440,35.0,Prefer not to say,Part-time,Angola
U108441,37.0,Male,Part-time,Macedonia
U108442,42.0,Male,Student,Malta
U108443,55.0,Female,Freelancer,Saint Helena
U108444,30.0,Prefer not to say,Unemployed,Bulgaria
U108445,21.0,Non-binary,Full-time,Maldives
U108446,31.0,Female,Full-time,Antarctica (the territory South of 60 deg S)
U108447,50.0,Female,Student,Mauritania
U108448,45.0,Female,Unemployed,Iceland
U108449,54.0,Prefer not to say,Full-time,Austria
U108450,25.0,Male,Full-time,Antigua and Barbuda
U108451,61.0,Non-binary,Part-time,Sudan
U108452,51.0,Prefer not to say,Unemployed,Moldova
U108453,61.0,Male,Full-time,Anguilla
U108454,22.0,Female,Part-time,South Africa
U108455,22.0,Prefer not to say,Unemployed,Lesotho
U108456,48.0,Male,Freelancer,Eritrea
U108457,62.0,Non-binary,Unemployed,Saint Vincent and the Grenadines
U108458,26.0,Non-binary,Student,Barbados
U108459,59.0,Male,Part-time,Vanuatu
U108460,49.0,Prefer not to say,Freelancer,Central African Republic
U108461,50.0,Female,Part-time,Jersey
U108462,20.0,Male,Part-time,Saint Vincent and the Grenadines
U108463,47.0,Female,Full-time,Mauritius
U108464,29.0,Non-binary,Unemployed,Madagascar
U108465,46.0,Male,Part-time,Northern Mariana Islands
U108466,20.0,Non-binary,Part-time,Mauritius
U108467,43.0,Female,Student,Hong Kong
U108468,47.0,Female,Student,Isle of Man
U108469,26.0,Male,Student,Uruguay
U108470,43.0,Male,Part-time,Mauritania
U108471,19.0,Male,Freelancer,Korea
U108472,20.0,Non-binary,Unemployed,Macedonia
U108473,63.0,Female,Part-time,Malaysia
U108474,21.0,Female,Full-time,Nicaragua
U108475,42.0,Non-binary,Freelancer,Christmas Island
U108476,30.0,Male,Freelancer,Philippines
U108477,56.0,Prefer not to say,Unemployed,Belize
U108478,61.0,Male,Freelancer,Spain
U108479,52.0,Prefer not to say,Unemployed,Russian Federation
U108480,40.0,Prefer not to say,Freelancer,Singapore
U108481,26.0,Non-binary,Unemployed,Oman
U108482,19.0,Female,Student,French Polynesia
U108483,58.0,Female,Student,Bermuda
U108484,61.0,Female,Freelancer,Greece
U108485,48.0,Female,Freelancer,Niue
U108486,61.0,Non-binary,Unemployed,Cocos (Keeling) Islands
U108487,64.0,Prefer not to say,Unemployed,Chile
U108488,19.0,Female,Part-time,Israel
U108489,49.0,Prefer not to say,Student,Mexico
U108490,35.0,Non-binary,Part-time,Bolivia
U108491,30.0,Male,Part-time,Korea
U108492,63.0,Non-binary,Full-time,Liechtenstein
U108493,22.0,Female,Unemployed,French Polynesia
U108494,59.0,Male,Full-time,Libyan Arab Jamahiriya
U108495,61.0,Non-binary,Full-time,Portugal
U108496,27.0,Non-binary,Part-time,Bouvet Island (Bouvetoya)
U108497,60.0,Prefer not to say,Full-time,Guam
U108498,42.0,Non-binary,Unemployed,Falkland Islands (Malvinas)
U108499,51.0,Male,Part-time,Guinea-Bissau
U108500,54.0,Non-binary,Unemployed,Christmas Island
U108501,47.0,Female,Freelancer,Honduras
U108502,24.0,Prefer not to say,Full-time,Vietnam
U108503,23.0,Male,Part-time,Equatorial Guinea
U108504,20.0,Male,Student,New Zealand
U108505,30.0,Non-binary,Unemployed,Palau
U108506,20.0,Female,Full-time,United States Minor Outlying Islands
U108507,43.0,Prefer not to say,Unemployed,Cocos (Keeling) Islands
U108508,41.0,Male,Unemployed,Uganda
U108509,23.0,Prefer not to say,Freelancer,Belgium
U108510,60.0,Non-binary,Unemployed,Guernsey
U108511,59.0,Female,Freelancer,United States Minor Outlying Islands
U108512,29.0,Non-binary,Freelancer,British Virgin Islands
U108513,53.0,Prefer not to say,Freelancer,Mozambique
U108514,19.0,Non-binary,Full-time,Bermuda
U108515,28.0,Prefer not to say,Unemployed,Lebanon
U108516,56.0,Male,Unemployed,Palau
U108517,51.0,Male,Freelancer,Nauru
U108518,43.0,Non-binary,Unemployed,Morocco
U108519,35.0,Male,Unemployed,Estonia
U108520,38.0,Prefer not to say,Freelancer,Marshall Islands
U108521,53.0,Male,Student,Turks and Caicos Islands
U108522,57.0,Female,Student,Austria
U108523,63.0,Female,Freelancer,Hungary
U108524,61.0,Non-binary,Full-time,Congo
U108525,39.0,Non-binary,Unemployed,Uzbekistan
U108526,47.0,Non-binary,Unemployed,Jamaica
U108527,60.0,Non-binary,Student,Northern Mariana Islands
U108528,47.0,Prefer not to say,Freelancer,Israel
U108529,25.0,Prefer not to say,Full-time,Belarus
U108530,51.0,Female,Freelancer,Greenland
U108531,64.0,Prefer not to say,Student,Croatia
U108532,26.0,Male,Student,Saint Lucia
U108533,37.0,Female,Unemployed,Georgia
U108534,57.0,Non-binary,Part-time,Turkmenistan
U108535,42.0,Non-binary,Full-time,Honduras
U108536,36.0,Prefer not to say,Full-time,Myanmar
U108537,22.0,Female,Part-time,Macedonia
U108538,28.0,Prefer not to say,Student,Comoros
U108539,32.0,Prefer not to say,Freelancer,Libyan Arab Jamahiriya
U108540,25.0,Prefer not to say,Full-time,Botswana
U108541,36.0,Female,Part-time,Greece
U108542,40.0,Non-binary,Unemployed,Mozambique
U108543,44.0,Male,Unemployed,Andorra
U108544,57.0,Non-binary,Student,Yemen
U108545,49.0,Female,Full-time,Cape Verde
U108546,43.0,Non-binary,Freelancer,Botswana
U108547,44.0,Non-binary,Full-time,Suriname
U108548,36.0,Male,Unemployed,Belgium
U108549,59.0,Non-binary,Full-time,Korea
U108550,46.0,Non-binary,Unemployed,Chile
U108551,56.0,Non-binary,Part-time,Tonga
U108552,58.0,Prefer not to say,Part-time,Chad
U108553,50.0,Female,Unemployed,Egypt
U108554,36.0,Female,Freelancer,Guinea-Bissau
U108555,54.0,Male,Freelancer,Ethiopia
U108556,36.0,Prefer not to say,Full-time,Netherlands Antilles
U108557,50.0,Prefer not to say,Unemployed,Guernsey
U108558,64.0,Non-binary,Student,Turkmenistan
U108559,33.0,Female,Freelancer,Heard Island and McDonald Islands
U108560,40.0,Male,Freelancer,Bahamas
U108561,24.0,Prefer not to say,Part-time,Ireland
U108562,43.0,Non-binary,Freelancer,Mongolia
U108563,49.0,Male,Freelancer,San Marino
U108564,29.0,Prefer not to say,Freelancer,Sao Tome and Principe
U108565,25.0,Male,Unemployed,Palestinian Territory
U108566,22.0,Prefer not to say,Unemployed,Nicaragua
U108567,59.0,Male,Part-time,Spain
U108568,45.0,Prefer not to say,Full-time,New Caledonia
U108569,22.0,Prefer not to say,Freelancer,Grenada
U108570,43.0,Male,Full-time,New Zealand
U108571,22.0,Prefer not to say,Unemployed,Uzbekistan
U108572,39.0,Prefer not to say,Freelancer,Honduras
U108573,32.0,Prefer not to say,Full-time,Saint Lucia
U108574,30.0,Male,Full-time,Japan
U108575,45.0,Male,Student,Chad
U108576,50.0,Prefer not to say,Unemployed,Puerto Rico
U108577,60.0,Prefer not to say,Part-time,Suriname
U108578,40.0,Male,Part-time,Estonia
U108579,50.0,Non-binary,Student,Antigua and Barbuda
U108580,60.0,Prefer not to say,Full-time,Haiti
U108581,35.0,Non-binary,Student,Seychelles
U108582,47.0,Male,Student,Switzerland
U108583,43.0,Prefer not to say,Unemployed,Georgia
U108584,33.0,Non-binary,Freelancer,Romania
U108585,30.0,Male,Full-time,Mozambique
U108586,56.0,Non-binary,Part-time,Mongolia
U108587,50.0,Female,Part-time,Congo
U108588,43.0,Male,Student,Sri Lanka
U108589,18.0,Female,Student,Brunei Darussalam
U108590,55.0,Male,Student,Georgia
U108591,19.0,Male,Full-time,Russian Federation
U108592,23.0,Prefer not to say,Student,Papua New Guinea
U108593,63.0,Female,Student,Palau
U108594,55.0,Female,Freelancer,Togo
U108595,59.0,Female,Full-time,Serbia
U108596,41.0,Male,Unemployed,Bhutan
U108597,35.0,Female,Unemployed,Bermuda
U108598,44.0,Female,Freelancer,Tunisia
U108599,58.0,Prefer not to say,Part-time,Afghanistan
U108600,25.0,Non-binary,Unemployed,Nicaragua
U108601,45.0,Non-binary,Full-time,
U108602,27.0,Female,Part-time,Libyan Arab Jamahiriya
U108603,34.0,Female,Student,Tajikistan
U108604,46.0,Female,Full-time,French Guiana
U108605,23.0,Female,Part-time,Turks and Caicos Islands
U108606,31.0,Non-binary,Unemployed,Wallis and Futuna
U108607,39.0,Prefer not to say,Student,Monaco
U108608,23.0,Male,Student,Algeria
U108609,43.0,Female,Full-time,Barbados
U108610,56.0,Female,Student,Paraguay
U108611,29.0,Non-binary,Part-time,Honduras
U108612,52.0,Female,Freelancer,Norway
U108613,31.0,Prefer not to say,Unemployed,Falkland Islands (Malvinas)
U108614,39.0,Prefer not to say,Full-time,Iraq
U108615,40.0,Female,Freelancer,El Salvador
U108616,24.0,Non-binary,Freelancer,Colombia
U108617,57.0,Female,Full-time,New Caledonia
U108618,42.0,Female,Part-time,Guam
U108619,30.0,Non-binary,Unemployed,Greece
U108620,38.0,Prefer not to say,Full-time,Poland
U108621,58.0,Male,Freelancer,Jersey
U108622,27.0,Female,Freelancer,South Africa
U108623,26.0,Prefer not to say,Full-time,Korea
U108624,32.0,Female,Freelancer,Korea
U108625,19.0,Male,Full-time,Kenya
U108626,42.0,Non-binary,Full-time,Uruguay
U108627,30.0,Prefer not to say,Unemployed,British Indian Ocean Territory (Chagos Archipelago)
U108628,51.0,Male,Full-time,Saint Pierre and Miquelon
U108629,51.0,Female,Freelancer,Australia
U108630,52.0,Male,Student,Norway
U108631,55.0,Prefer not to say,Unemployed,Turkey
U108632,20.0,Non-binary,Freelancer,Cuba
U108633,59.0,Female,Freelancer,Denmark
U108634,23.0,Non-binary,Unemployed,Mali
U108635,36.0,Non-binary,Unemployed,Turks and Caicos Islands
U108636,20.0,Male,Freelancer,Russian Federation
U108637,35.0,Male,Student,Ukraine
U108638,56.0,Prefer not to say,Part-time,Libyan Arab Jamahiriya
U108639,26.0,Prefer not to say,Freelancer,Congo
U108640,29.0,Non-binary,Unemployed,Mozambique
U108641,22.0,Prefer not to say,Full-time,Guadeloupe
U108642,20.0,Non-binary,Full-time,Lao People's Democratic Republic
U108643,28.0,Female,Unemployed,Hong Kong
U108644,47.0,Non-binary,Unemployed,Saint Vincent and the Grenadines
U108645,21.0,Prefer not to say,Part-time,Indonesia
U108646,22.0,Prefer not to say,Unemployed,Guadeloupe
U108647,18.0,Non-binary,Full-time,Bolivia
U108648,44.0,Male,Student,Bangladesh
U108649,45.0,Non-binary,Unemployed,San Marino
U108650,46.0,Non-binary,Part-time,Kyrgyz Republic
U108651,35.0,Male,Student,Western Sahara
U108652,29.0,Female,Part-time,Cote d'Ivoire
U108653,30.0,Male,Student,British Virgin Islands
U108654,58.0,Prefer not to say,Unemployed,Samoa
U108655,19.0,Male,Full-time,Sudan
U108656,54.0,Prefer not to say,Student,Nepal
U108657,62.0,Prefer not to say,Freelancer,Guam
U108658,33.0,Non-binary,Part-time,Moldova
U108659,41.0,Non-binary,Student,Guinea-Bissau
U108660,52.0,Female,Part-time,Yemen
U108661,39.0,Prefer not to say,Full-time,Maldives
U108662,53.0,Non-binary,Part-time,Uganda
U108663,28.0,Prefer not to say,Part-time,Bermuda
U108664,63.0,Female,Freelancer,Slovakia (Slovak Republic)
U108665,46.0,Prefer not to say,Part-time,South Georgia and the South Sandwich Islands
U108666,52.0,Female,Student,Mauritius
U108667,32.0,Female,Part-time,Greece
U108668,48.0,Female,Unemployed,Mauritania
U108669,59.0,Non-binary,Part-time,Mongolia
U108670,58.0,Male,Unemployed,China
U108671,60.0,Male,Part-time,Cape Verde
U108672,33.0,Non-binary,Part-time,Portugal
U108673,27.0,Prefer not to say,Student,Svalbard & Jan Mayen Islands
U108674,49.0,Non-binary,Unemployed,Tajikistan
U108675,19.0,Prefer not to say,Unemployed,Papua New Guinea
U108676,41.0,Female,Freelancer,Tokelau
U108677,40.0,Non-binary,Part-time,Russian Federation
U108678,19.0,Male,Part-time,Liechtenstein
U108679,55.0,Prefer not to say,Student,Bangladesh
U108680,48.0,Non-binary,Freelancer,Chad
U108681,57.0,Non-binary,Freelancer,Macao
U108682,43.0,Prefer not to say,Student,Sudan
U108683,46.0,Female,Unemployed,Uruguay
U108684,20.0,Female,Full-time,Honduras
U108685,31.0,Female,Student,Estonia
U108686,42.0,Female,Unemployed,Burundi
U108687,18.0,Prefer not to say,Freelancer,Costa Rica
U108688,20.0,Male,Student,Jamaica
U108689,43.0,Non-binary,Full-time,Dominica
U108690,35.0,Non-binary,Part-time,Rwanda
U108691,26.0,Female,Student,Ethiopia
U108692,55.0,Prefer not to say,Full-time,Brunei Darussalam
U108693,40.0,Male,Full-time,Marshall Islands
U108694,38.0,Male,Student,Central African Republic
U108695,18.0,Non-binary,Unemployed,Macao
U108696,38.0,Female,Student,Hong Kong
U108697,44.0,Non-binary,Freelancer,New Caledonia
U108698,59.0,Non-binary,Full-time,Bangladesh
U108699,23.0,Male,Full-time,Togo
U108700,61.0,Prefer not to say,Part-time,Peru
U108701,53.0,,Full-time,Cote d'Ivoire
U108702,45.0,Non-binary,Part-time,Iceland
U108703,62.0,Female,Full-time,Germany
U108704,34.0,Female,Full-time,Maldives
U108705,57.0,Prefer not to say,Student,Guinea-Bissau
U108706,20.0,Prefer not to say,Student,Jamaica
U108707,29.0,Prefer not to say,Freelancer,Bermuda
U108708,56.0,Non-binary,Unemployed,Somalia
U108709,29.0,Non-binary,Freelancer,Algeria
U108710,19.0,Prefer not to say,Full-time,Thailand
U108711,63.0,Female,Freelancer,Iran
U108712,39.0,Female,Student,Seychelles
U108713,40.0,Female,Full-time,United States of America
U108714,47.0,Non-binary,Full-time,Tunisia
U108715,22.0,Male,Freelancer,Malta
U108716,26.0,Female,Part-time,Ecuador
U108717,38.0,Female,Unemployed,Bolivia
U108718,28.0,Female,Freelancer,Brunei Darussalam
U108719,22.0,Prefer not to say,Freelancer,Sierra Leone
U108720,52.0,Non-binary,Unemployed,French Southern Territories
U108721,44.0,Prefer not to say,Full-time,Switzerland
U108722,19.0,Prefer not to say,Full-time,Micronesia
U108723,41.0,Male,Part-time,Oman
U108724,48.0,Prefer not to say,Freelancer,Czech Republic
U108725,50.0,Male,Unemployed,Cuba
U108726,56.0,Prefer not to say,Freelancer,Mexico
U108727,47.0,Female,Student,Congo
U108728,63.0,Non-binary,Freelancer,New Caledonia
U108729,54.0,Prefer not to say,Freelancer,Cook Islands
U108730,45.0,Male,Student,Saint Lucia
U108731,48.0,Non-binary,Student,Canada
U108732,28.0,Male,Unemployed,Armenia
U108733,40.0,Female,Full-time,Maldives
U108734,19.0,Prefer not to say,Part-time,Argentina
U108735,57.0,Non-binary,Student,Reunion
U108736,58.0,Female,Full-time,Morocco
U108737,44.0,Prefer not to say,Unemployed,Haiti
U108738,52.0,Prefer not to say,Freelancer,Saint Martin
U108739,19.0,Male,Unemployed,Italy
U108740,56.0,Male,Unemployed,Cocos (Keeling) Islands
U108741,54.0,Female,Student,Norfolk Island
U108742,38.0,Male,Part-time,Sudan
U108743,22.0,Female,Student,Dominican Republic
U108744,62.0,Female,Freelancer,Peru
U108745,38.0,Female,Student,Heard Island and McDonald Islands
U108746,46.0,Male,Freelancer,Taiwan
U108747,37.0,Non-binary,Student,United States of America
U108748,55.0,Female,Part-time,Australia
U108749,37.0,Non-binary,Full-time,Comoros
U108750,42.0,Prefer not to say,Part-time,Mongolia
U108751,19.0,Male,Student,Austria
U108752,49.0,Male,Unemployed,British Virgin Islands
U108753,43.0,Non-binary,Full-time,Ecuador
U108754,23.0,Prefer not to say,Unemployed,Kuwait
U108755,58.0,Prefer not to say,Part-time,Northern Mariana Islands
U108756,20.0,Female,Full-time,Lesotho
U108757,50.0,Male,Student,Saint Pierre and Miquelon
U108758,18.0,Prefer not to say,Unemployed,Pitcairn Islands
U108759,22.0,Prefer not to say,Student,Afghanistan
U108760,30.0,Female,Freelancer,Netherlands Antilles
U108761,36.0,Female,Full-time,Slovakia (Slovak Republic)
U108762,29.0,Non-binary,Unemployed,Dominican Republic
U108763,42.0,Male,Part-time,Uruguay
U108764,52.0,Prefer not to say,Part-time,Yemen
U108765,29.0,Non-binary,Part-time,Qatar
U108766,47.0,Male,Part-time,Slovakia (Slovak Republic)
U108767,22.0,Non-binary,Unemployed,Guernsey
U108768,51.0,Male,Freelancer,Comoros
U108769,39.0,Male,Part-time,Morocco
U108770,56.0,Prefer not to say,Part-time,Palestinian Territory
U108771,30.0,Male,Part-time,Malawi
U108772,64.0,Female,Freelancer,Hong Kong
U108773,20.0,Prefer not to say,Full-time,Puerto Rico
U108774,37.0,Female,Part-time,Hungary
U108775,48.0,Non-binary,Part-time,Somalia
U108776,22.0,Non-binary,Part-time,Mozambique
U108777,41.0,Male,Full-time,Portugal
U108778,57.0,Male,Part-time,Venezuela
U108779,50.0,Female,Full-time,India
U108780,25.0,Female,Full-time,Rwanda
U108781,41.0,Female,Student,Burkina Faso
U108782,37.0,Non-binary,Student,Qatar
U108783,33.0,Female,Part-time,Costa Rica
U108784,29.0,Prefer not to say,Unemployed,Bhutan
U108785,30.0,Prefer not to say,Student,Gambia
U108786,62.0,Non-binary,Student,Pitcairn Islands
U108787,59.0,Female,Unemployed,Montenegro
U108788,56.0,Female,Freelancer,Turkmenistan
U108789,42.0,Male,Part-time,Guinea
U108790,63.0,Prefer not to say,Freelancer,Tajikistan
U108791,49.0,Non-binary,Freelancer,Sierra Leone
U108792,41.0,Female,Full-time,Saint Kitts and Nevis
U108793,64.0,Male,Full-time,Korea
U108794,61.0,Non-binary,Part-time,Svalbard & Jan Mayen Islands
U108795,26.0,Non-binary,Unemployed,Indonesia
U108796,57.0,Prefer not to say,Full-time,Luxembourg
U108797,40.0,Female,Student,Portugal
U108798,30.0,Non-binary,Part-time,Marshall Islands
U108799,49.0,Male,Freelancer,Isle of Man
U108800,32.0,Male,Part-time,Saint Vincent and the Grenadines
U108801,53.0,Non-binary,Full-time,Cayman Islands
U108802,22.0,Male,Unemployed,Malawi
U108803,39.0,Non-binary,Freelancer,New Caledonia
U108804,33.0,Male,Unemployed,Myanmar
U108805,58.0,Non-binary,Part-time,Korea
U108806,27.0,Non-binary,Unemployed,Guatemala
U108807,41.0,Non-binary,Unemployed,Iran
U108808,35.0,Male,Part-time,Saint Pierre and Miquelon
U108809,35.0,Non-binary,Freelancer,Holy See (Vatican City State)
U108810,24.0,Prefer not to say,Unemployed,Saint Kitts and Nevis
U108811,21.0,Non-binary,Unemployed,Timor-Leste
U108812,43.0,Female,Part-time,Bolivia
U108813,22.0,Female,Student,Jersey
U108814,33.0,Prefer not to say,Unemployed,French Southern Territories
U108815,52.0,Non-binary,Full-time,Reunion
U108816,43.0,Female,Freelancer,Slovakia (Slovak Republic)
U108817,35.0,Non-binary,Unemployed,South Georgia and the South Sandwich Islands
U108818,46.0,Female,Part-time,Italy
U108819,40.0,Male,Full-time,Senegal
U108820,31.0,Male,Part-time,Philippines
U108821,32.0,Prefer not to say,Unemployed,Christmas Island
U108822,50.0,Prefer not to say,Full-time,Switzerland
U108823,42.0,Non-binary,Freelancer,Syrian Arab Republic
U108824,38.0,Prefer not to say,Freelancer,Fiji
