ScrollID,UserID,FeatureID,ScrollPercent,SessionDate
S2044208,U104413,F1172,82.63,2024-03-23
S2044209,U102063,F1113,85.37,2024-12-16
S2044210,U108474,F1041,52.24,2024-08-13
S2044211,U104566,F1001,77.19,2024-02-23
S2044212,U101207,F1009,55.39,2024-01-06
S2044213,U105208,F1025,88.12,2024-09-20
S2044214,U106817,F1065,33.39,2024-09-28
S2044215,U107227,F1119,28.56,2024-07-21
S2044216,U109046,F1269,35.73,2024-03-15
S2044217,U108836,F1254,93.05,2024-06-05
S2044218,U108944,F1051,84.68,2024-04-04
S2044219,U104398,F1033,74.64,2024-07-24
S2044220,U105989,F1156,43.41,2024-04-26
S2044221,U106394,F1122,13.56,2024-12-29
S2044222,U105390,F1030,89.76,2024-06-05
S2044223,U101091,F1116,57.54,2024-02-21
S2044224,U100963,F1148,38.48,2024-07-05
S2044225,U105146,F1264,31.61,2024-11-10
S2044226,U105877,F1209,12.66,2024-03-22
S2044227,U105076,F1036,16.92,2024-04-25
S2044228,U100961,F1097,26.07,2024-02-19
S2044229,U108543,F1228,31.92,2024-01-19
S2044230,U102579,F1057,61.79,2024-05-04
S2044231,U108718,F1068,46.28,2024-08-08
S2044232,U106527,F1138,20.57,2024-07-14
S2044233,U109162,F1219,39.85,2024-03-07
S2044234,U102140,F1027,24.39,2024-12-14
S2044235,U106793,F1011,20.84,2024-01-06
S2044236,U102077,F1254,35.34,2024-07-31
S2044237,U109241,F1230,37.45,2024-03-19
S2044238,U103073,F1011,60.8,2024-05-30
S2044239,U106584,F1173,50.54,2024-08-04
S2044240,U106475,F1178,33.8,2024-10-17
S2044241,U107328,F1158,49.73,2024-11-13
S2044242,U104623,F1018,48.08,2024-12-02
S2044243,U102689,F1291,67.81,2024-12-18
S2044244,U101895,F1205,32.43,2024-07-01
S2044245,U105286,F1206,12.14,2024-10-22
S2044246,U101930,F1014,62.02,2024-09-03
S2044247,U106343,F1156,57.84,2024-11-10
S2044248,U105938,F1092,58.75,2024-04-11
S2044249,U108628,F1096,62.96,2024-02-15
S2044250,U102655,F1107,11.41,2024-08-15
S2044251,U107605,F1005,98.47,2024-11-21
S2044252,U106170,F1055,27.95,2024-07-01
S2044253,U106104,F1146,11.11,2024-12-25
S2044254,U103383,F1201,80.36,2024-11-28
S2044255,U109025,F1235,50.03,2024-06-25
S2044256,U101980,F1134,23.65,2024-04-05
S2044257,U102850,F1110,85.21,2024-03-12
S2044258,U105011,F1089,71.93,2024-05-17
S2044259,U106870,F1285,81.98,2024-01-07
S2044260,U100709,F1098,13.62,2024-02-03
S2044261,U102756,F1277,22.72,2024-08-18
S2044262,U103235,F1183,58.53,2024-09-27
S2044263,U102346,F1208,98.75,2024-05-08
S2044264,U102937,F1004,56.48,2024-11-14
S2044265,U101013,F1228,31.67,2024-04-16
S2044266,U108764,F1162,15.31,2024-09-27
S2044267,U107633,F1250,33.49,2024-04-18
S2044268,U102735,F1260,35.48,2024-06-11
S2044269,U109823,F1269,69.78,2024-11-10
S2044270,U100509,F1105,48.1,2024-09-07
S2044271,U106175,F1295,73.81,2024-02-29
S2044272,U109941,F1173,47.42,2024-10-12
S2044273,U106447,F1197,43.79,2024-08-31
S2044274,U102311,F1277,40.36,2024-12-10
S2044275,U101488,F1245,56.86,2024-11-20
S2044276,U102890,F1289,88.55,2024-09-27
S2044277,U104938,F1230,66.42,2024-04-30
S2044278,U101615,F1282,68.49,2024-05-16
S2044279,U105397,F1196,65.71,2024-06-30
S2044280,U102269,F1292,94.25,2024-05-27
S2044281,U108384,F1208,62.26,2024-02-17
S2044282,U100583,F1069,33.72,2024-10-06
S2044283,U108896,F1260,77.23,2024-08-13
S2044284,U100092,F1267,21.8,2024-07-02
S2044285,U103285,F1074,76.62,2024-03-31
S2044286,U107789,F1293,35.74,2024-08-31
S2044287,U103351,F1064,67.3,2024-07-02
S2044288,U106363,F1233,67.3,2024-03-25
S2044289,U103195,F1186,77.39,2024-11-17
S2044290,U109393,F1065,40.44,2024-07-08
S2044291,U106182,F1104,81.41,2024-08-19
S2044292,U105868,F1185,80.88,2024-09-17
S2044293,U105415,F1271,46.32,2024-10-09
S2044294,U108398,F1190,54.66,2024-05-05
S2044295,U105016,F1198,78.22,2024-04-23
S2044296,U109421,F1183,41.05,2024-05-04
S2044297,U104372,F1256,91.07,2024-07-28
S2044298,U100531,F1260,67.55,2024-05-17
S2044299,U101418,F1064,41.13,2024-08-08
S2044300,U107079,F1017,19.66,2024-11-07
S2044301,U106760,F1024,68.51,2024-05-30
S2044302,U105628,F1203,73.49,2024-05-03
S2044303,U106350,F1287,24.22,2024-07-07
S2044304,U105510,F1211,72.73,2024-06-29
S2044305,U101732,F1078,10.56,2024-12-09
S2044306,U109973,F1190,50.41,2024-07-12
S2044307,U103772,F1049,55.56,2024-01-16
S2044308,U101449,F1051,81.17,2024-11-21
S2044309,U106249,F1205,95.44,2024-10-09
S2044310,U100073,F1091,67.59,2024-02-13
S2044311,U105047,F1222,78.06,2024-08-13
S2044312,U106827,F1206,96.1,2024-04-18
S2044313,U108868,F1078,18.63,2024-12-16
S2044314,U101312,F1001,54.38,2024-02-18
S2044315,U102523,F1255,99.32,2024-09-08
S2044316,U104403,F1111,24.45,2024-03-20
S2044317,U104751,F1235,16.42,2024-08-27
S2044318,U105624,F1218,31.49,2024-04-21
S2044319,U102405,F1109,39.17,2024-02-19
S2044320,U101387,F1017,27.79,2024-03-25
S2044321,U104568,F1059,74.24,2024-07-12
S2044322,U104732,F1280,57.07,2024-02-23
S2044323,U108390,F1027,37.43,2024-10-13
S2044324,U102421,F1297,85.4,2024-03-12
S2044325,U102206,F1266,21.86,2024-04-02
S2044326,U109559,F1209,47.31,2024-11-01
S2044327,U106526,F1029,76.96,2024-12-11
S2044328,U102782,F1055,11.96,2024-08-05
S2044329,U102129,F1210,85.12,2024-12-13
S2044330,U102536,F1043,69.92,2024-03-04
S2044331,U109473,F1034,57.6,2024-10-10
S2044332,U109059,F1186,16.01,2024-11-04
S2044333,U108729,F1178,84.63,2024-02-11
S2044334,U106118,F1287,74.45,2024-11-29
S2044335,U105973,F1208,99.53,2024-03-20
S2044336,U107980,F1086,99.9,2024-04-22
S2044337,U104783,F1250,26.55,2024-04-28
S2044338,U105739,F1235,10.16,2024-02-20
S2044339,U106094,F1198,19.64,2024-08-05
S2044340,U102772,F1173,16.97,2024-11-11
S2044341,U103435,F1137,15.25,2024-10-14
S2044342,U106895,F1242,70.36,2024-12-14
S2044343,U108281,F1264,29.05,2024-05-12
S2044344,U101295,F1192,40.39,2024-01-16
S2044345,U100244,F1001,36.32,2024-04-19
S2044346,U108646,F1162,20.43,2024-06-12
S2044347,U102841,F1177,63.23,2024-02-01
S2044348,U105931,F1050,85.95,2024-07-07
S2044349,U108684,F1252,54.0,2024-07-02
S2044350,U108965,F1291,19.26,2024-07-23
S2044351,U108640,F1123,99.79,2024-05-16
S2044352,U106677,F1241,62.28,2024-06-08
S2044353,U100467,F1002,26.35,2024-11-19
S2044354,U105631,F1297,57.38,2024-05-10
S2044355,U108405,F1074,48.97,2024-06-16
S2044356,U100313,F1055,93.93,2024-05-31
S2044357,U100678,F1040,52.59,2024-06-24
S2044358,U103045,F1011,22.75,2024-05-14
S2044359,U101085,F1247,50.79,2024-04-26
S2044360,U103774,F1254,24.91,2024-11-01
S2044361,U106351,F1152,70.41,2024-03-22
S2044362,U102875,F1158,97.78,2024-10-02
S2044363,U101340,F1071,97.81,2024-05-19
S2044364,U108505,F1161,55.39,2024-07-22
S2044365,U101605,F1081,86.44,2024-12-15
S2044366,U107155,F1288,40.2,2024-01-09
S2044367,U100899,F1211,19.76,2024-08-01
S2044368,U108008,F1152,67.67,2024-08-15
S2044369,U106577,F1201,49.04,2024-08-07
S2044370,U107100,F1214,46.06,2024-09-16
S2044371,U107425,F1258,75.91,2024-04-26
S2044372,U104804,F1145,60.7,2024-07-15
S2044373,U108512,F1144,34.64,2024-06-28
S2044374,U109749,F1269,92.69,2024-09-14
S2044375,U107246,F1036,17.06,2024-07-30
S2044376,U102386,F1079,94.75,2024-10-18
S2044377,U107310,F1155,22.24,2024-04-03
S2044378,U108368,F1038,13.58,2024-10-12
S2044379,U109222,F1161,18.58,2024-12-10
S2044380,U107085,F1112,85.37,2024-11-14
S2044381,U105221,F1060,24.0,2024-10-12
S2044382,U106073,F1231,80.58,2024-03-12
S2044383,U103008,F1230,79.81,2024-09-10
S2044384,U104789,F1131,91.01,2024-11-09
S2044385,U102972,F1129,95.82,2024-03-07
S2044386,U100866,F1076,98.27,2024-12-17
S2044387,U100729,F1218,14.5,2024-07-03
S2044388,U104553,F1035,73.29,2024-09-01
S2044389,U104561,F1199,84.9,2024-08-20
S2044390,U109631,F1083,59.97,2024-10-08
S2044391,U103680,F1027,55.71,2024-04-13
S2044392,U109075,F1106,30.75,2024-06-16
S2044393,U109874,F1107,71.74,2024-08-02
S2044394,U104454,F1213,64.2,2024-09-29
S2044395,U109781,F1078,93.47,2024-10-12
S2044396,U103602,F1166,26.63,2024-09-29
S2044397,U100620,F1204,73.36,2024-11-22
S2044398,U109123,F1297,98.25,2024-09-16
S2044399,U106874,F1189,17.92,2024-09-30
S2044400,U102790,F1278,38.29,2024-05-14
S2044401,U102398,F1187,24.21,2024-07-03
S2044402,U103101,F1201,61.59,2024-10-07
S2044403,U107694,F1005,75.6,2024-12-04
S2044404,U108364,F1133,75.92,2024-06-01
S2044405,U108654,F1258,12.9,2024-04-06
S2044406,U106605,F1035,43.95,2024-04-10
S2044407,U107659,F1115,70.3,2024-03-03
S2044408,U105059,F1091,36.4,2024-12-13
S2044409,U104442,F1247,46.14,2024-03-21
S2044410,U101591,F1051,68.49,2024-04-26
S2044411,U100044,F1052,98.93,2024-04-11
S2044412,U104987,F1055,41.48,2024-11-17
S2044413,U106059,F1138,76.86,2024-06-24
S2044414,U106599,F1190,52.2,2024-10-12
S2044415,U101170,F1261,55.23,2024-01-29
S2044416,U105609,F1277,12.49,2024-10-25
S2044417,U107021,F1138,73.35,2024-04-02
S2044418,U103259,F1001,75.87,2024-03-21
S2044419,U109746,F1019,89.58,2024-06-03
S2044420,U108759,F1271,65.21,2024-06-20
S2044421,U101997,F1195,61.95,2024-12-18
S2044422,U103252,F1114,37.76,2024-02-29
S2044423,U100965,F1207,64.65,2024-02-03
S2044424,U102253,F1234,72.21,2024-02-14
S2044425,U108099,F1261,79.34,2024-08-09
S2044426,U101324,F1260,64.29,2024-11-13
S2044427,U100056,F1065,97.96,2024-11-24
S2044428,U105286,F1285,75.99,2024-08-24
S2044429,U108400,F1010,57.95,2024-12-05
S2044430,U104345,F1192,31.09,2024-02-26
S2044431,U100427,F1048,28.96,2024-05-29
S2044432,U104375,F1109,96.59,2024-06-07
S2044433,U103611,F1064,97.88,2024-11-19
S2044434,U101520,F1101,65.03,2024-09-30
S2044435,U109137,F1001,88.73,2024-01-15
S2044436,U105267,F1069,68.05,2024-11-06
S2044437,U102983,F1181,88.94,2024-01-06
S2044438,U103178,F1010,47.41,2024-11-15
S2044439,U103765,F1200,53.19,2024-04-25
S2044440,U109487,F1044,87.94,2024-04-22
S2044441,U104095,F1051,73.4,2024-12-20
S2044442,U107180,F1143,30.1,2024-01-23
S2044443,U104282,F1083,45.11,2024-01-07
S2044444,U103297,F1070,68.68,2024-02-10
S2044445,U100965,F1190,61.02,2024-05-05
S2044446,U100334,F1107,84.36,2024-08-15
S2044447,U105175,F1044,37.06,2024-08-20
S2044448,U101148,F1158,60.12,2024-06-08
S2044449,U107996,F1133,86.38,2024-02-20
S2044450,U101101,F1229,99.8,2024-06-12
S2044451,U108873,F1281,51.86,2024-08-16
S2044452,U109510,F1123,32.44,2024-08-21
S2044453,U101113,F1223,55.81,2024-06-16
S2044454,U105200,F1192,88.17,2024-04-13
S2044455,U106058,F1010,40.49,2024-12-20
S2044456,U107767,F1087,94.24,2024-06-18
S2044457,U104070,F1174,79.94,2024-03-31
S2044458,U102435,F1011,98.53,2024-04-30
S2044459,U109654,F1215,27.39,2024-07-20
S2044460,U104948,F1160,24.6,2024-12-04
S2044461,U103105,F1166,94.26,2024-05-05
S2044462,U104659,F1293,63.28,2024-09-09
S2044463,U106164,F1137,90.88,2024-12-18
S2044464,U104112,F1169,76.83,2024-11-27
S2044465,U102614,F1002,96.37,2024-07-12
S2044466,U107638,F1048,24.49,2024-02-26
S2044467,U101075,F1041,57.54,2024-04-18
S2044468,U106741,F1253,37.52,2024-07-11
S2044469,U105696,F1116,52.16,2024-08-06
S2044470,U106257,F1071,25.65,2024-01-31
S2044471,U102842,F1047,34.2,2024-05-18
S2044472,U108777,F1280,66.33,2024-04-03
S2044473,U108037,F1149,47.09,2024-11-26
S2044474,U103562,F1214,70.64,2024-02-18
S2044475,U103474,F1220,54.58,2024-03-09
S2044476,U105595,F1253,64.74,2024-07-26
S2044477,U107943,F1269,13.04,2024-01-12
S2044478,U108895,F1171,57.8,2024-10-09
S2044479,U104652,F1187,89.2,2024-10-27
S2044480,U105887,F1192,21.24,2024-03-04
S2044481,U109268,F1278,91.08,2024-11-04
S2044482,U107167,F1205,60.43,2024-12-25
S2044483,U100249,F1159,93.91,2024-08-02
S2044484,U108393,F1013,32.72,2024-07-15
S2044485,U109138,F1065,14.22,2024-11-24
S2044486,U104034,F1043,18.3,2024-05-03
S2044487,U104381,F1210,68.53,2024-03-04
S2044488,U100955,F1075,65.63,2024-12-21
S2044489,U104751,F1070,68.61,2024-07-24
S2044490,U101160,F1254,41.44,2024-08-28
S2044491,U105636,F1210,48.3,2024-05-14
S2044492,U105123,F1128,35.3,2024-05-17
S2044493,U101469,F1095,97.39,2024-11-30
S2044494,U105773,F1278,24.04,2024-04-11
S2044495,U105770,F1162,14.17,2024-02-23
S2044496,U107016,F1218,44.56,2024-07-04
S2044497,U108574,F1161,97.63,2024-05-15
S2044498,U100620,F1016,96.51,2024-09-17
S2044499,U102690,F1199,96.08,2024-08-15
S2044500,U109776,F1296,59.95,2024-05-20
S2044501,U105317,F1167,82.87,2024-06-14
S2044502,U105601,F1181,60.56,2024-03-04
S2044503,U106199,F1203,55.19,2024-09-25
S2044504,U106975,F1094,73.31,2024-03-28
S2044505,U100806,F1157,93.4,2024-07-21
S2044506,U104516,F1090,38.74,2024-11-02
S2044507,U105905,F1200,18.93,2024-11-29
S2044508,U107929,F1210,76.5,2024-02-20
S2044509,U109710,F1159,47.04,2024-04-28
S2044510,U107488,F1265,56.98,2024-10-10
S2044511,U105053,F1012,72.42,2024-06-07
S2044512,U108939,F1288,43.5,2024-03-23
S2044513,U100291,F1156,32.83,2024-05-08
S2044514,U109956,F1285,60.63,2024-06-20
S2044515,U108765,F1023,11.42,2024-06-07
S2044516,U109649,F1193,63.83,2024-10-25
S2044517,U108110,F1230,27.33,2024-02-27
S2044518,U100252,F1055,72.09,2024-01-13
S2044519,U101007,F1102,71.26,2024-04-07
S2044520,U107050,F1083,90.96,2024-12-26
S2044521,U105954,F1173,64.79,2024-09-21
S2044522,U100038,F1055,26.23,2024-12-04
S2044523,U104661,F1149,15.45,2024-07-22
S2044524,U103413,F1211,23.4,2024-10-09
S2044525,U102591,F1099,17.26,2024-12-30
S2044526,U109443,F1166,11.42,2024-01-23
S2044527,U102225,F1264,41.35,2024-10-04
S2044528,U109474,F1189,83.46,2024-11-17
S2044529,U108228,F1166,63.14,2024-12-21
S2044530,U108621,F1086,72.34,2024-08-10
S2044531,U107788,F1112,92.09,2024-09-07
S2044532,U106025,F1015,21.46,2024-12-14
S2044533,U103316,F1291,62.52,2024-02-06
S2044534,U108495,F1107,64.47,2024-10-23
S2044535,U102115,F1078,75.65,2024-06-26
S2044536,U108357,F1131,81.57,2024-03-03
S2044537,U105092,F1295,56.0,2024-01-07
S2044538,U106718,F1169,62.45,2024-05-31
S2044539,U101762,F1073,30.07,2024-03-03
S2044540,U100249,F1003,19.93,2024-05-24
S2044541,U103861,F1119,97.75,2024-06-16
S2044542,U109462,F1150,39.06,2024-01-24
S2044543,U109908,F1275,66.65,2024-03-02
S2044544,U103430,F1145,32.3,2024-01-07
S2044545,U108660,F1297,48.58,2024-09-27
S2044546,U105622,F1004,39.16,2024-10-03
S2044547,U106794,F1007,33.94,2024-02-16
S2044548,U101902,F1272,91.15,2024-06-17
S2044549,U104084,F1154,94.67,2024-05-27
S2044550,U107012,F1094,57.54,2024-04-02
S2044551,U100274,F1105,62.83,2024-06-11
S2044552,U103351,F1257,46.87,2024-05-21
S2044553,U104586,F1190,97.47,2024-04-27
S2044554,U107724,F1254,94.12,2024-08-04
S2044555,U108969,F1279,92.64,2024-12-17
S2044556,U107644,F1180,13.92,2024-03-23
S2044557,U108227,F1202,95.95,2024-05-28
S2044558,U103442,F1223,10.86,2024-05-25
S2044559,U109370,F1272,19.36,2024-05-21
S2044560,U102473,F1064,22.02,2024-01-03
S2044561,U101532,F1297,90.36,2024-04-03
S2044562,U100187,F1064,76.09,2024-04-22
S2044563,U104815,F1205,13.26,2024-10-18
S2044564,U101883,F1247,63.93,2024-03-25
S2044565,U102134,F1246,76.82,2024-03-01
S2044566,U101206,F1192,96.84,2024-11-19
S2044567,U100006,F1154,68.53,2024-11-16
S2044568,U109786,F1141,78.11,2024-07-11
S2044569,U103910,F1118,74.75,2024-07-26
S2044570,U100583,F1050,69.08,2024-02-25
S2044571,U102807,F1156,43.88,2024-09-24
S2044572,U109241,F1285,53.13,2024-02-05
S2044573,U102063,F1220,57.07,2024-07-03
S2044574,U106085,F1114,86.57,2024-09-01
S2044575,U100316,F1174,32.62,2024-02-27
S2044576,U103298,F1146,28.23,2024-01-10
S2044577,U108991,F1228,45.72,2024-04-02
S2044578,U103615,F1136,38.73,2024-02-10
S2044579,U104184,F1171,23.73,2024-11-23
S2044580,U109426,F1074,30.88,2024-09-27
S2044581,U108251,F1060,85.18,2024-07-15
S2044582,U108937,F1197,20.07,2024-11-02
S2044583,U100965,F1016,56.63,2024-01-05
S2044584,U105783,F1254,73.15,2024-06-02
S2044585,U103627,F1092,10.77,2024-04-05
S2044586,U106839,F1031,67.81,2024-10-13
S2044587,U101115,F1127,15.3,2024-09-06
S2044588,U107224,F1044,18.75,2024-04-09
S2044589,U107573,F1154,59.58,2024-12-10
S2044590,U104815,F1102,51.23,2024-04-03
S2044591,U106955,F1178,53.11,2024-02-12
S2044592,U107131,F1032,59.3,2024-12-25
S2044593,U102764,F1170,75.93,2024-06-05
S2044594,U103606,F1298,56.33,2024-07-11
S2044595,U108656,F1004,98.78,2024-04-29
S2044596,U108125,F1008,44.65,2024-09-08
S2044597,U107156,F1146,15.71,2024-07-24
S2044598,U106482,F1214,90.99,2024-07-17
S2044599,U101736,F1084,78.0,2024-04-06
S2044600,U106034,F1112,60.12,2024-12-09
S2044601,U107142,F1080,33.19,2024-04-25
S2044602,U102859,F1143,80.61,2024-03-17
S2044603,U101815,F1102,97.2,2024-03-02
S2044604,U106653,F1150,38.69,2024-09-06
S2044605,U102448,F1118,13.63,2024-05-15
S2044606,U102532,F1147,88.51,2024-07-21
S2044607,U105616,F1237,86.64,2024-06-08
S2044608,U101780,F1193,34.11,2024-02-22
S2044609,U109991,F1268,92.61,2024-07-18
S2044610,U105319,F1096,39.3,2024-06-15
S2044611,U106920,F1138,47.89,2024-12-08
S2044612,U101529,F1129,22.98,2024-02-22
S2044613,U103001,F1118,93.18,2024-11-26
S2044614,U102826,F1095,79.85,2024-06-12
S2044615,U108751,F1076,60.9,2024-10-11
S2044616,U103937,F1133,73.91,2024-01-15
S2044617,U103585,F1086,49.8,2024-05-02
S2044618,U102459,F1088,21.62,2024-01-22
S2044619,U103091,F1030,36.55,2024-08-31
S2044620,U109482,F1103,19.01,2024-08-03
S2044621,U103801,F1258,84.86,2024-02-10
S2044622,U102548,F1019,29.82,2024-06-06
S2044623,U102993,F1122,17.39,2024-02-24
S2044624,U100997,F1233,82.17,2024-03-03
S2044625,U105905,F1058,56.7,2024-07-06
S2044626,U108948,F1010,16.38,2024-06-15
S2044627,U102241,F1008,39.16,2024-09-19
S2044628,U106293,F1071,56.57,2024-04-27
S2044629,U101340,F1178,64.44,2024-04-22
S2044630,U100713,F1179,92.52,2024-12-26
S2044631,U106059,F1254,65.82,2024-11-10
S2044632,U107291,F1037,89.12,2024-08-20
S2044633,U101841,F1221,34.91,2024-06-10
S2044634,U104736,F1164,34.02,2024-10-06
S2044635,U107053,F1115,81.73,2024-04-07
S2044636,U103782,F1091,48.68,2024-09-02
S2044637,U103016,F1234,63.45,2024-03-08
S2044638,U104373,F1267,30.82,2024-12-02
S2044639,U100562,F1071,86.3,2024-10-03
S2044640,U100182,F1030,74.55,2024-08-16
S2044641,U107573,F1077,83.39,2024-10-17
S2044642,U102639,F1154,45.75,2024-10-16
S2044643,U105419,F1053,32.19,2024-10-12
S2044644,U103174,F1211,12.03,2024-09-01
S2044645,U104598,F1077,96.72,2024-02-08
S2044646,U104437,F1290,14.03,2024-10-18
S2044647,U103106,F1125,81.06,2024-11-28
S2044648,U101997,F1257,20.98,2024-11-24
S2044649,U107801,F1193,59.57,2024-02-25
S2044650,U106247,F1271,23.75,2024-03-31
S2044651,U104326,F1221,75.25,2024-02-08
S2044652,U101956,F1180,10.96,2024-01-27
S2044653,U104087,F1256,25.08,2024-08-05
S2044654,U104275,F1176,90.11,2024-07-17
S2044655,U102437,F1092,72.5,2024-07-09
S2044656,U108221,F1012,50.14,2024-08-21
S2044657,U107649,F1058,11.63,2024-06-29
S2044658,U100758,F1113,99.73,2024-03-14
S2044659,U108302,F1255,54.27,2024-10-16
S2044660,U103835,F1172,10.05,2024-08-01
S2044661,U104174,F1202,59.27,2024-08-26
S2044662,U107615,F1240,91.05,2024-12-07
S2044663,U103357,F1250,64.23,2024-09-26
S2044664,U105249,F1063,52.36,2024-10-11
S2044665,U103802,F1042,77.02,2024-03-19
S2044666,U107467,F1171,82.14,2024-12-26
S2044667,U102331,F1126,81.93,2024-01-07
S2044668,U100501,F1262,53.11,2024-12-04
S2044669,U106483,F1227,70.52,2024-03-20
S2044670,U108077,F1230,72.36,2024-07-13
S2044671,U105376,F1262,53.04,2024-03-14
S2044672,U106854,F1208,95.7,2024-09-05
S2044673,U109742,F1049,38.67,2024-03-04
S2044674,U108497,F1298,76.76,2024-11-18
S2044675,U104712,F1256,40.49,2024-02-06
S2044676,U103507,F1075,60.58,2024-09-20
S2044677,U101781,F1000,71.63,2024-06-09
S2044678,U107949,F1149,25.39,2024-08-10
S2044679,U106555,F1235,34.69,2024-08-18
S2044680,U108902,F1078,89.74,2024-02-05
S2044681,U102953,F1015,86.05,2024-09-11
S2044682,U105109,F1179,49.51,2024-01-13
S2044683,U106850,F1011,86.77,2024-09-25
S2044684,U102917,F1157,27.86,2024-04-02
S2044685,U105228,F1247,20.06,2024-12-24
S2044686,U103977,F1161,20.2,2024-03-05
S2044687,U106427,F1230,49.02,2024-04-13
S2044688,U104424,F1083,54.51,2024-04-30
S2044689,U102425,F1165,52.55,2024-10-18
S2044690,U100855,F1263,76.73,2024-12-26
S2044691,U107671,F1055,67.61,2024-08-09
S2044692,U101585,F1173,13.17,2024-05-15
S2044693,U100804,F1298,70.89,2024-06-11
S2044694,U104916,F1181,66.99,2024-10-06
S2044695,U107479,F1288,96.4,2024-06-11
S2044696,U100795,F1132,94.4,2024-05-13
S2044697,U109401,F1245,26.06,2024-05-19
S2044698,U100118,F1172,11.56,2024-06-29
S2044699,U103927,F1056,30.21,2024-06-27
S2044700,U104480,F1115,85.96,2024-07-15
S2044701,U105274,F1204,77.25,2024-05-02
S2044702,U108604,F1155,22.68,2024-10-30
S2044703,U104739,F1288,47.33,2024-08-25
S2044704,U102261,F1005,57.64,2024-12-13
S2044705,U100010,F1042,17.71,2024-08-15
S2044706,U103185,F1132,81.72,2024-07-09
S2044707,U105155,F1008,68.82,2024-03-01
S2044708,U101970,F1224,95.46,2024-11-22
S2044709,U101453,F1018,14.36,2024-12-11
S2044710,U100621,F1217,35.89,2024-03-17
S2044711,U107455,F1213,43.37,2024-07-31
S2044712,U105333,F1279,35.74,2024-08-22
S2044713,U104263,F1261,20.2,2024-04-26
S2044714,U104260,F1228,40.05,2024-06-23
S2044715,U105988,F1197,38.05,2024-04-19
S2044716,U107770,F1052,77.47,2024-04-07
S2044717,U104982,F1033,24.25,2024-08-22
S2044718,U103259,F1105,19.38,2024-12-05
S2044719,U109367,F1073,83.4,2024-11-26
S2044720,U101293,F1205,93.49,2024-11-17
S2044721,U108689,F1214,59.73,2024-06-19
S2044722,U107737,F1120,75.92,2024-01-05
S2044723,U108652,F1113,31.59,2024-04-06
S2044724,U104170,F1172,81.33,2024-05-23
S2044725,U105899,F1049,64.94,2024-05-04
S2044726,U106120,F1170,31.29,2024-07-26
S2044727,U102391,F1185,33.67,2024-04-29
S2044728,U108402,F1149,71.1,2024-03-15
S2044729,U100692,F1039,90.75,2024-10-21
S2044730,U107873,F1175,98.66,2024-07-26
S2044731,U108897,F1206,12.13,2024-09-17
S2044732,U105964,F1181,69.29,2024-01-06
S2044733,U104521,F1230,61.85,2024-01-04
S2044734,U109350,F1240,10.65,2024-01-15
S2044735,U109766,F1122,30.27,2024-01-29
S2044736,U104154,F1229,69.52,2024-09-02
S2044737,U107370,F1104,45.21,2024-06-10
S2044738,U107922,F1064,15.64,2024-08-19
S2044739,U103554,F1000,68.26,2024-05-10
S2044740,U100607,F1267,51.21,2024-04-13
S2044741,U103016,F1187,15.08,2024-09-11
S2044742,U105498,F1099,32.26,2024-09-16
S2044743,U100715,F1199,10.52,2024-05-29
S2044744,U103540,F1085,78.14,2024-01-15
S2044745,U108567,F1066,75.42,2024-08-09
S2044746,U105482,F1122,42.73,2024-08-20
S2044747,U101331,F1196,46.47,2024-03-26
S2044748,U106611,F1059,53.56,2024-04-28
S2044749,U102433,F1204,92.63,2024-05-06
S2044750,U104947,F1209,20.81,2024-07-24
S2044751,U101415,F1088,11.48,2024-07-29
S2044752,U108513,F1278,63.73,2024-12-12
S2044753,U103452,F1066,84.69,2024-01-13
S2044754,U109641,F1293,48.07,2024-07-19
S2044755,U102654,F1039,88.12,2024-07-01
S2044756,U106046,F1153,37.56,2024-01-29
S2044757,U101851,F1114,10.13,2024-12-03
S2044758,U100975,F1200,30.7,2024-12-19
S2044759,U105646,F1083,27.54,2024-08-31
S2044760,U100255,F1199,88.57,2024-09-15
S2044761,U108949,F1262,31.64,2024-09-10
S2044762,U103243,F1224,70.51,2024-08-21
S2044763,U108942,F1084,31.08,2024-11-12
S2044764,U100318,F1097,10.15,2024-10-21
S2044765,U101725,F1159,42.13,2024-10-02
S2044766,U101063,F1185,70.85,2024-11-27
S2044767,U108990,F1221,97.4,2024-05-08
S2044768,U107889,F1155,78.89,2024-01-18
S2044769,U100976,F1186,45.98,2024-06-16
S2044770,U103922,F1228,56.31,2024-07-02
S2044771,U107328,F1276,26.43,2024-07-30
S2044772,U103199,F1284,31.56,2024-11-26
S2044773,U106053,F1281,56.05,2024-01-22
S2044774,U102230,F1122,42.39,2024-08-25
S2044775,U105058,F1299,96.77,2024-06-09
S2044776,U105484,F1223,84.08,2024-08-09
S2044777,U108191,F1181,12.79,2024-02-13
S2044778,U108340,F1079,94.61,2024-04-02
S2044779,U100866,F1064,26.66,2024-02-19
S2044780,U102310,F1005,92.45,2024-08-27
S2044781,U100606,F1244,19.72,2024-02-04
S2044782,U104443,F1133,56.43,2024-09-10
S2044783,U108512,F1122,39.71,2024-11-06
S2044784,U101926,F1055,36.79,2024-05-06
S2044785,U105490,F1287,82.65,2024-06-29
S2044786,U102224,F1118,43.15,2024-01-15
S2044787,U104294,F1082,18.15,2024-07-26
S2044788,U107709,F1142,39.41,2024-08-20
S2044789,U100723,F1029,54.12,2024-02-28
